movie_id;imdb_id;title;description;directors;writers;stars;runtime;budget;gross
1735;0119223;Great Expectations (1998);Great Expectations: Directed by Alfonso Cuarón. With Ethan Hawke, Gwyneth Paltrow, Hank Azaria, Chris Cooper. Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.;Alfonso Cuarón;;Ethan Hawke, Gwyneth Paltrow, Hank Azaria;1 hour 51 minutes;$25,000,000 (estimated);$55,494,066
1739;0118539;3 Ninjas: High Noon at Mega Mountain (1998);3 Ninjas: High Noon at Mega Mountain: Directed by Sean McNamara. With Hulk Hogan, Loni Anderson, Jim Varney, Mathew Botuchis. The three unstoppable Ninja brothers fight to save their hero (Hulk Hogan) and Mega Mountain Amusement Park from the vicious kid-hating Medusa (Loni Anderson).;Sean McNamara;;Loni Anderson, Hulk Hogan, Jim Varney;1 hour 33 minutes;Unknown Budget;$375,805
1746;0120820;Senseless (1998);Senseless: Directed by Penelope Spheeris. With Marlon Wayans, Brad Dourif, Esther Scott, Debra Jo Rupp. A student gets his senses enhanced by an experimental drug. But abuse is not an option.;Penelope Spheeris;;Marlon Wayans, David Spade, Brad Dourif;1 hour 33 minutes;$15,000,000 (estimated);$12,874,899
1747;0120885;Wag the Dog (1997);Wag the Dog: Directed by Barry Levinson. With Dustin Hoffman, Robert De Niro, Anne Heche, Woody Harrelson. Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.;Barry Levinson;;Dustin Hoffman, Robert De Niro, Anne Heche;1 hour 37 minutes;$15,000,000 (estimated);$64,256,513
1748;0118929;Dark City (1998);Dark City: Directed by Alex Proyas. With Rufus Sewell, William Hurt, Kiefer Sutherland, Jennifer Connelly. A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.;Alex Proyas;Alex Proyas, Lem Dobbs, David S. Goyer;Rufus Sewell, Kiefer Sutherland, Jennifer Connelly;1 hour 40 minutes;$27,000,000 (estimated);$27,201,335
1752;0120696;Hard Rain (1998);Hard Rain: Directed by Mikael Salomon. With Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver. The partner and nephew of an armored-truck driver tries to prevent three million dollars from being taken by a gang during a catastrophic flooding caused by a severe storm.;Mikael Salomon;;Morgan Freeman, Christian Slater, Randy Quaid;1 hour 37 minutes;$70,000,000 (estimated);$19,870,567
1753;0120693;Half Baked (1998);Half Baked: Directed by Tamra Davis. With Dave Chappelle, Guillermo Diaz, Jim Breuer, Harland Williams. The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.;Tamra Davis;;Dave Chappelle, Guillermo Diaz, Jim Breuer;1 hour 22 minutes;$8,000,000 (estimated);$17,460,020
1754;0119099;Fallen (1998);Fallen: Directed by Gregory Hoblit. With Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz. Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style.;Gregory Hoblit;;Denzel Washington, John Goodman, Donald Sutherland;2 hours 4 minutes;Unknown Budget;$25,232,289
1755;0120122;Shooting Fish (1997);Shooting Fish: Directed by Stefan Schwartz. With Rowena Cooper, Scott Charles, Antonia Corrigan, Myles Anderson. Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.;Stefan Schwartz;;Dan Futterman, Stuart Townsend, Kate Beckinsale;1 hour 49 minutes;$3,000,000 (estimated);$375,261
1757;0112913;Do lok tin si (1995);Do lok tin si: Directed by Wong Kar-Wai. With Leon Lai, Michelle Reis, Takeshi Kaneshiro, Charlie Yeung. This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.;Wong Kar-Wai;;Leon Lai, Michelle Reis, Takeshi Kaneshiro;1 hour 39 minutes;Unknown Budget;$258,936
1759;0119815;O Que é Isso, Companheiro? (1997);O Que é Isso, Companheiro?: Directed by Bruno Barreto. With Alan Arkin, Fernanda Torres, Pedro Cardoso, Luiz Fernando Guimarães. Brazillian urban guerrilla fighters kidnap the American Ambassador. Now, the diplomat's life hangs in the balance - helplessly caught between a government unwilling to cooperate - and his fear of the captors themselves.;Bruno Barreto;;Alan Arkin, Pedro Cardoso, Fernanda Torres;1 hour 50 minutes;Unknown Budget;$397,517
1760;0120185;Spice World (1997);Spice World: Directed by Bob Spiers. With Mel B, Emma Bunton, Melanie C, Geri Horner. World-famous pop group the Spice Girls zip around London in their luxurious double-decker tour bus having various adventures and performing for their fans.;Bob Spiers;Spice Girls, Kim Fuller, Jamie Curtis;Mel B, Emma Bunton, Melanie C;1 hour 33 minutes;$25,000,000 (estimated);$29,353,898
1762;0118956;Deep Rising (1998);Deep Rising: Directed by Stephen Sommers. With Treat Williams, Famke Janssen, Anthony Heald, Kevin J. O'Connor. A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.;Stephen Sommers;;Treat Williams, Famke Janssen, Anthony Heald;1 hour 46 minutes;$45,000,000 (estimated);$11,203,026
1767;0119734;Music from Another Room (1998);Music from Another Room: Directed by Charlie Peters. With Jude Law, Jennifer Tilly, Gretchen Mol, Martha Plimpton. A man's search for his one true love whose birth he assisted in as a five-year-old.;Charlie Peters;;Jude Law, Jennifer Tilly, Gretchen Mol;1 hour 44 minutes;Unknown Budget;$118,475
1769;0120008;The Replacement Killers (1998);The Replacement Killers: Directed by Antoine Fuqua. With Chow Yun-Fat, Mira Sorvino, Michael Rooker, Kenneth Tsang. A troubled hitman seeks aid from a forger to help him get papers to China. However, the drug lord has hired replacements to finish the job, and kill the hitman.;Antoine Fuqua;;Chow Yun-Fat, Mira Sorvino, Michael Rooker;1 hour 27 minutes;$30,000,000 (estimated);$19,204,929
1770;0120594;B. Monkey (1998);B. Monkey: Directed by Michael Radford. With Asia Argento, Jared Harris, Rupert Everett, Jonathan Rhys Meyers. A young woman attempts to end her criminal career. But she needs love to make it.;Michael Radford;Andrew Davies, Chloe King, Michael Radford;Asia Argento, Jared Harris, Rupert Everett;1 hour 32 minutes;Unknown Budget;$50,832
1771;0119784;The Night Flier (1997);The Night Flier: Directed by Mark Pavia. With Miguel Ferrer, Julie Entwisle, Dan Monahan, Michael H. Moss. A reporter is on the trail of a vampiric murderer who travels by plane.;Mark Pavia;;Miguel Ferrer, Julie Entwisle, Dan Monahan;1 hour 37 minutes;$1,000,000 (estimated);$125,397
1772;0118747;Blues Brothers 2000 (1998);Blues Brothers 2000: Directed by John Landis. With Walter Levine, Dan Aykroyd, Tom Davis, Frank Oz. Elwood must reunite the old band, with a few new members, and go on another "Mission from God.";John Landis;Dan Aykroyd, John Landis;Dan Aykroyd, John Goodman, Walter Levine;2 hours 3 minutes;$28,000,000 (estimated);$14,051,384
1777;0120888;The Wedding Singer (1998);The Wedding Singer: Directed by Frank Coraci. With Adam Sandler, Drew Barrymore, Christine Taylor, Allen Covert. Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.;Frank Coraci;;Adam Sandler, Drew Barrymore, Christine Taylor;1 hour 37 minutes;$18,000,000 (estimated);$123,307,685
1779;0120184;Sphere (1998);Sphere: Directed by Barry Levinson. With Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote. A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.;Barry Levinson;Michael Crichton, Kurt Wimmer, Stephen Hauser;Dustin Hoffman, Sharon Stone, Samuel L. Jackson;2 hours 14 minutes;$80,000,000 (estimated);$37,020,277
1783;0120782;Palmetto (1998);Palmetto: Directed by Volker Schlöndorff. With Woody Harrelson, Elisabeth Shue, Gina Gershon, Rolf Hoppe. A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.;Volker Schlöndorff;;Woody Harrelson, Elisabeth Shue, Gina Gershon;1 hour 54 minutes;Unknown Budget;$5,878,911
1784;0119822;As Good as It Gets (1997);As Good as It Gets: Directed by James L. Brooks. With Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.. A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.;James L. Brooks;Mark Andrus, James L. Brooks;Jack Nicholson, Helen Hunt, Greg Kinnear;2 hours 19 minutes;$50,000,000 (estimated);$314,178,011
1785;0099939;King of New York (1990);King of New York: Directed by Abel Ferrara. With Christopher Walken, David Caruso, Laurence Fishburne, Victor Argo. A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.;Abel Ferrara;;Christopher Walken, David Caruso, Laurence Fishburne;1 hour 43 minutes;$5,300,000 (estimated);$2,554,476
1791;0119594;Twilight (1998);Twilight: Directed by Robert Benton. With Paul Newman, Susan Sarandon, Gene Hackman, Reese Witherspoon. A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.;Robert Benton;;Paul Newman, Susan Sarandon, Gene Hackman;1 hour 34 minutes;$37,000,000 (estimated);$15,055,091
1792;0120873;U.S. Marshals (1998);U.S. Marshals: Directed by Stuart Baird. With Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano. U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.;Stuart Baird;;Tommy Lee Jones, Wesley Snipes, Robert Downey Jr.;2 hours 11 minutes;$60,000,000 (estimated);$102,367,405
1793;0120491;Welcome to Woop Woop (1997);Welcome to Woop Woop: Directed by Stephan Elliott. With Johnathon Schaech, Rod Taylor, Susie Porter, Dee Smart. A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.;Stephan Elliott;Douglas Kennedy, Michael Thomas, Stephan Elliott;Johnathon Schaech, Rod Taylor, Susie Porter;1 hour 46 minutes;Unknown Budget;$37,621
1794;0119574;Love and Death on Long Island (1997);Love and Death on Long Island: Directed by Richard Kwietniowski. With John Hurt, Jason Priestley, Fiona Loewi, Sheila Hancock. Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates everything about the movie and Ronnie. After that, he travels to Long Island City, where Ronnie lives, and meets him, pretending that Ronnie is a great actor, and that's why Giles admires him.;Richard Kwietniowski;;John Hurt, Jason Priestley, Fiona Loewi;1 hour 33 minutes;Unknown Budget;$2,581,012
1797;0120661;Everest (Short 1998);Everest: Directed by David Breashears, Stephen Judson, Greg MacGillivray. With Liam Neeson, Lhakpa Dorji, Dorje Sherpa, Ed Viesturs. An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.;;;Liam Neeson, Lhakpa Dorji, Dorje Sherpa;44 minutes;Unknown Budget;$127,990,128
1798;0118744;Hush (1998);Hush: Directed by Jonathan Darby. With Jessica Lange, Gwyneth Paltrow, Johnathon Schaech, Nina Foch. Newlyweds move to the family thoroughbred horse ranch, where the husband's obsessive mother resolves to get rid of her new daughter-in-law.;Jonathan Darby;Jonathan Darby, Jane Rusconi;Jessica Lange, Gwyneth Paltrow, Johnathon Schaech;1 hour 36 minutes;$21,000,000 (estimated);$13,605,304
1799;0120241;Suicide Kings (1997);Suicide Kings: Directed by Peter O'Fallon. With Mark Watson, Christopher Walken, Denis Leary, Nina Siemaszko. A group of youngsters kidnap a respected Mafia figure.;Peter O'Fallon;Josh McKinney, Gina Goldman, Wayne Allan Rice;Christopher Walken, Denis Leary, Sean Patrick Flanery;1 hour 46 minutes;$5,000,000 (estimated);$1,740,156
1801;0120744;The Man in the Iron Mask (1998);The Man in the Iron Mask: Directed by Randall Wallace. With Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu. The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?;Randall Wallace;;Leonardo DiCaprio, Jeremy Irons, John Malkovich;2 hours 12 minutes;$35,000,000 (estimated);$182,968,902
1804;0120769;The Newton Boys (1998);The Newton Boys: Directed by Richard Linklater. With Matthew McConaughey, Skeet Ulrich, Ethan Hawke, Gail Cronauer. The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.;Richard Linklater;Claude Stanush, Richard Linklater, Clark Walker;Matthew McConaughey, Ethan Hawke, Skeet Ulrich;2 hours 2 minutes;$27,000,000 (estimated);$10,452,012
1805;0120890;Wild Things (1998);Wild Things: Directed by John McNaughton. With Kevin Bacon, Matt Dillon, Neve Campbell, Theresa Russell. A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.;John McNaughton;;Kevin Bacon, Neve Campbell, Matt Dillon;1 hour 48 minutes;$20,000,000 (estimated);$30,166,293
1806;0125454;Paulie (1998);Paulie: Directed by John Roberts. With Gena Rowlands, Tony Shalhoub, Cheech Marin, Bruce Davison. A talking parrot named Paulie recounts his travels to look for his original owner to a Russian janitor who helps him to the end of his journey.;John Roberts;;Gena Rowlands, Tony Shalhoub, Cheech Marin;1 hour 31 minutes;$23,000,000 (estimated);$26,875,268
1807;0120642;A Cool, Dry Place (1998);A Cool, Dry Place: Directed by John N. Smith. With Vince Vaughn, Monica Potter, Joey Lauren Adams, Bobby Moat. Russell, single father balances his work as a lawyer with the care of his five-year-old son, after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and a job opportunity of a lifetime.;John N. Smith;;Vince Vaughn, Monica Potter, Joey Lauren Adams;1 hour 37 minutes;Unknown Budget;$4,390
1809;0119250;Hana-bi (1997);Hana-bi: Directed by Takeshi Kitano. With Takeshi Kitano, Kayoko Kishimoto, Ren Ôsugi, Susumu Terajima. Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.;Takeshi Kitano;;Takeshi Kitano, Kayoko Kishimoto, Ren Ôsugi;1 hour 43 minutes;Unknown Budget;$500,000
1810;0119942;Primary Colors (1998);Primary Colors: Directed by Mike Nichols. With John Travolta, Emma Thompson, Billy Bob Thornton, Kathy Bates. A man joins the political campaign of a smooth-operator candidate for President of the United States of America.;Mike Nichols;;John Travolta, Emma Thompson, Kathy Bates;2 hours 23 minutes;$65,000,000 (estimated);$52,090,187
1812;0120510;Wide Awake (1998);Wide Awake: Directed by M. Night Shyamalan. With Joseph Cross, Timothy Reifsnyder, Dana Delany, Denis Leary. A 10-year-old boy goes on a search for God after his grandfather dies.;M. Night Shyamalan;;Joseph Cross, Timothy Reifsnyder, Dana Delany;1 hour 28 minutes;$6,000,000 (estimated);$282,175
